#Compound = En60fs40 crystalline   [Mg0.6Fe0.4SiO3]
#energy [keV], cross section [cm^2 H^-1]
#      energy      extinction      scattering      absorption
       6.7728000   2.1332306e-24   1.4720452e-24   6.6118541e-25
       6.7730000   2.1330769e-24   1.4719491e-24   6.6112787e-25
       6.7732000   2.1329178e-24   1.4718453e-24   6.6107254e-25
       6.7734000   2.1327643e-24   1.4717487e-24   6.6101560e-25
       6.7736000   2.1326053e-24   1.4716462e-24   6.6095909e-25
       6.7738000   2.1324517e-24   1.4715491e-24   6.6090261e-25
       6.7740000   2.1322980e-24   1.4714518e-24   6.6084628e-25
       6.7742000   2.1321390e-24   1.4713497e-24   6.6078938e-25
       6.7744000   2.1319855e-24   1.4712525e-24   6.6073301e-25
       6.7746000   2.1318265e-24   1.4711496e-24   6.6067691e-25
       6.7748000   2.1316731e-24   1.4710524e-24   6.6062070e-25
       6.7750000   2.1315141e-24   1.4709508e-24   6.6056332e-25
       6.7752000   2.1313605e-24   1.4708538e-24   6.6050676e-25
       6.7754000   2.1312018e-24   1.4707505e-24   6.6045133e-25
       6.7756000   2.1310482e-24   1.4706541e-24   6.6039409e-25
       6.7758000   2.1308893e-24   1.4705520e-24   6.6033728e-25
       6.7760000   2.1307358e-24   1.4704542e-24   6.6028164e-25
       6.7762000   2.1305769e-24   1.4703514e-24   6.6022547e-25
       6.7764000   2.1304236e-24   1.4702549e-24   6.6016868e-25
       6.7766000   2.1302646e-24   1.4701528e-24   6.6011183e-25
       6.7768000   2.1301113e-24   1.4700559e-24   6.6005538e-25
       6.7770000   2.1299525e-24   1.4699534e-24   6.5999903e-25
       6.7772000   2.1297989e-24   1.4698565e-24   6.5994240e-25
       6.7774000   2.1296403e-24   1.4697543e-24   6.5988601e-25
       6.7776000   2.1294869e-24   1.4696574e-24   6.5982950e-25
       6.7778000   2.1293283e-24   1.4695545e-24   6.5977382e-25
       6.7780000   2.1291748e-24   1.4694574e-24   6.5971745e-25
       6.7782000   2.1290161e-24   1.4693549e-24   6.5966123e-25
       6.7784000   2.1288628e-24   1.4692585e-24   6.5960423e-25
       6.7786000   2.1287041e-24   1.4691559e-24   6.5954815e-25
       6.7788000   2.1285509e-24   1.4690592e-24   6.5949167e-25
       6.7790000   2.1283922e-24   1.4689565e-24   6.5943571e-25
       6.7792000   2.1282388e-24   1.4688600e-24   6.5937877e-25
       6.7794000   2.1280802e-24   1.4687574e-24   6.5932286e-25
       6.7796000   2.1279269e-24   1.4686610e-24   6.5926591e-25
       6.7798000   2.1277684e-24   1.4685580e-24   6.5921045e-25
       6.7800000   2.1276151e-24   1.4684612e-24   6.5915388e-25
       6.7802000   2.1274565e-24   1.4683599e-24   6.5909664e-25
       6.7804000   2.1273033e-24   1.4682630e-24   6.5904036e-25
