#Compound = Hypersthene     [Mg1.502Fe0.498Si2O6]
#energy [keV], cross section [cm^2 H^-1]
#       energy     extinction      scattering      absorption
       6.7392000   1.9494971e-24   1.3541597e-24   5.9533743e-25
       6.7394000   1.9493404e-24   1.3540540e-24   5.9528637e-25
       6.7396000   1.9492087e-24   1.3539741e-24   5.9523454e-25
       6.7398000   1.9490771e-24   1.3538944e-24   5.9518268e-25
       6.7400000   1.9489202e-24   1.3537888e-24   5.9513137e-25
       6.7402000   1.9487885e-24   1.3537096e-24   5.9507887e-25
       6.7404000   1.9486570e-24   1.3536288e-24   5.9502824e-25
       6.7406000   1.9485252e-24   1.3535490e-24   5.9497629e-25
       6.7408000   1.9483686e-24   1.3534442e-24   5.9492437e-25
       6.7410000   1.9482370e-24   1.3533643e-24   5.9487268e-25
       6.7412000   1.9481053e-24   1.3532838e-24   5.9482147e-25
       6.7414000   1.9479486e-24   1.3531784e-24   5.9477011e-25
       6.7416000   1.9478169e-24   1.3530990e-24   5.9471786e-25
       6.7418000   1.9476855e-24   1.3530187e-24   5.9466686e-25
       6.7420000   1.9475287e-24   1.3529139e-24   5.9461486e-25
       6.7422000   1.9473979e-24   1.3528336e-24   5.9456425e-25
       6.7424000   1.9472672e-24   1.3527532e-24   5.9451398e-25
       6.7426000   1.9471112e-24   1.3526493e-24   5.9446190e-25
       6.7428000   1.9469806e-24   1.3525695e-24   5.9441100e-25
       6.7430000   1.9468498e-24   1.3524884e-24   5.9436139e-25
       6.7432000   1.9467190e-24   1.3524087e-24   5.9431033e-25
       6.7434000   1.9465632e-24   1.3523043e-24   5.9425890e-25
       6.7436000   1.9464324e-24   1.3522245e-24   5.9420797e-25
       6.7438000   1.9463019e-24   1.3521448e-24   5.9415709e-25
       6.7440000   1.9461459e-24   1.3520400e-24   5.9410592e-25
       6.7442000   1.9460152e-24   1.3519595e-24   5.9405572e-25
       6.7444000   1.9458846e-24   1.3518798e-24   5.9400483e-25
       6.7446000   1.9457287e-24   1.3517747e-24   5.9395401e-25
       6.7448000   1.9455982e-24   1.3516947e-24   5.9390356e-25
       6.7450000   1.9454676e-24   1.3516153e-24   5.9385229e-25
       6.7452000   1.9453117e-24   1.3515102e-24   5.9380148e-25
       6.7454000   1.9451812e-24   1.3514302e-24   5.9375100e-25
       6.7456000   1.9450505e-24   1.3513508e-24   5.9369970e-25
